노선번호,순번,정류소명,좌표X,좌표Y,위도,경도,ARSID
0017,1,청암자이아파트,195276.80,448344.90,37.53454357,126.9465545,03689
0017,2,청암동강변삼성아파트,195520.90,448280.50,37.53396448,126.949317,03298
0017,3,청심경로당,195630.70,448251.40,37.53370279,126.9505596,03321
0017,4,원효2동주민센터,195665.20,448307.80,37.53421117,126.9509497,03304
0017,5,산천동,195935.60,448432.50,37.53533607,126.9540087,03306
0017,6,신창동세방아파트,196029.40,448470.60,37.53567979,126.9550699,03308
0017,7,남이장군사당,196286.60,448575.00,37.53662161,126.9579797,03310
0017,8,새마을금고,196423.90,448624.50,37.53706819,126.9595332,03312
0017,9,용문시장,196528.30,448574.70,37.53661985,126.9607148,03247
0017,10,용산전자상가입구,196644.10,448336.40,37.53447296,126.9620262,03250
0017,11,전자상가관광터미널,196804.10,448122.60,37.53254698,126.9638377,03252
0017,12,신용산역3번출구,197106.40,447705.70,37.52879131,126.9672599,03119
0017,13,용산역,196992.90,447668.60,37.52845663,126.9659758,03255
0017,14,용사의집,196855.30,447534.60,37.52724871,126.9644195,03256
0017,15,한강로동웨딩코리아,196812.30,447316.90,37.52528687,126.9639339,03122
0017,16,서부이촌동입구,196437.60,447142.70,37.52371578,126.9596954,03294
0017,17,이촌2동대림아파트.새남터성지,196139.60,447415.40,37.52617188,126.9563224,03292
0017,18,이촌2동주민센터,196028.40,447588.70,37.52773301,126.9550633,03290
0017,19,이촌2동부영주유소,195988.10,447858.90,37.5301676,126.9546059,03288
0017,20,이촌119안전센터.성촌공원,195854.10,447852.90,37.53011294,126.9530897,03287
0017,21,원효2동산호아파트후문,195554.00,448122.40,37.53254,126.9496925,03296
0017,22,청암동강변삼성아파트,195520.90,448280.50,37.53396448,126.949317,03298
0017,23,원효2동산호아파트,195629.00,448175.00,37.53301434,126.9505408,03299
0017,24,현대자동차써비스,195890.90,448067.70,37.53204866,126.9535049,03301
0017,25,이촌2동부영주유소,195965.50,447811.90,37.52974399,126.9543504,03289
0017,26,이촌2동주민센터,195994.40,447611.00,37.52793381,126.9546785,03291
0017,27,이촌2동대림아파트.새남터성지,196125.70,447399.20,37.52602584,126.9561652,03293
0017,28,이촌2동강변아파트,196445.10,447112.40,37.52344278,126.9597804,03295
0017,29,한강대교북단,196746.60,447183.70,37.52408637,126.9631912,03001
0017,30,신용산역,197012.90,447533.80,37.52724202,126.9662027,03003
0017,31,신용산역,197143.40,447843.20,37.53003043,126.967678,03253
0017,32,용산전자상가15동,196815.20,448147.00,37.53276689,126.9639632,03251
0017,33,용산전자상가입구,196661.40,448346.80,37.53456674,126.962222,03249
0017,34,용문시장,196585.20,448503.20,37.53597578,126.961359,03248
0017,35,새마을금고,196413.70,448637.30,37.53718349,126.9594177,03313
0017,36,남이장군사당,196313.10,448595.40,37.53680554,126.9582795,03311
0017,37,신창동세방아파트,196018.50,448486.90,37.53582663,126.9549464,03309
0017,38,산천동,195917.50,448447.80,37.53547385,126.9538038,03307
0017,39,산천동리버힐삼성아파트,195686.60,448339.50,37.53449691,126.9511916,03305
0017,40,삼성테마트,195615.20,448255.90,37.53374326,126.9503842,03322
0017,41,청암동강변삼성아파트,195426.00,448352.30,37.534611,126.9482427,03297
0017,42,청암자이아파트(가상),195323.10,448339.50,37.53449514,126.9470784,03900
02,1,남산서울타워,199154.80,450184.80,37.55113454,126.990434,03320
02,2,남산도서관,198369.40,450315.40,37.55231031,126.9815445,03167
02,3,교육연구정보원,198261.10,450556.40,37.55448175,126.9803182,02269
02,4,남산케이블카.남산산책로입구,198584.60,450642.90,37.55526175,126.9839796,02220
02,5,서울애니메이션센터숭의여대,198895.90,451015.20,37.55861695,126.9875025,02221
02,6,퇴계로3가.한옥마을.한국의집,199336.00,451265.00,37.5608683,126.9924838,02152
02,7,충무로역2번출구.대한극장앞,199551.00,451304.00,37.56121986,126.9949175,02153
02,8,퇴계로5가.제일병원,199997.00,451432.40,37.56237697,126.999966,02207
02,9,동대입구역.장충동,200475.80,450961.20,37.5581309,127.0053856,02222
02,10,국립극장,200083.70,450245.50,37.55168189,127.0009473,02210
02,11,남산북측순환로입구,199895.90,450136.00,37.55069519,126.9988218,02254
02,12,남산서울타워,199154.80,450184.80,37.55113454,126.990434,03320
02,13,남산도서관,198369.40,450315.40,37.55231031,126.9815445,03167
02,14,교육연구정보원,198261.10,450556.40,37.55448175,126.9803182,02269
02,15,남산케이블카.남산산책로입구,198584.60,450642.90,37.55526175,126.9839796,02220
02,16,서울애니메이션센터숭의여대,198895.90,451015.20,37.55861695,126.9875025,02221
02,17,퇴계로3가.한옥마을.한국의집,199336.00,451265.00,37.5608683,126.9924838,02152
02,18,충무로역2번출구.대한극장앞,199551.00,451304.00,37.56121986,126.9949175,02153
02,19,퇴계로5가.제일병원,199997.00,451432.40,37.56237697,126.999966,02207
02,20,동대입구역.장충동,200475.80,450961.20,37.5581309,127.0053856,02222
02,21,국립극장,200083.70,450245.50,37.55168189,127.0009473,02210
02,22,남산북측순환로입구,199895.90,450136.00,37.55069519,126.9988218,02254
03,1,남산서울타워,199154.80,450184.80,37.55113454,126.990434,03320
03,2,남산도서관,198369.40,450315.40,37.55231031,126.9815445,03167
03,3,백범광장,198247.50,450688.50,37.55567207,126.9801639,02215
03,4,후암삼거리,197886.80,450429.60,37.55333838,126.976082,02120
03,5,남대문경찰서,197680.30,450504.30,37.554011,126.9737445,02218
03,6,서울스퀘어앞,197635.00,450651.60,37.5553382,126.9732313,02282
03,7,남대문시장.회현역,198097.40,451001.10,37.55848859,126.9784642,02146
03,8,남산3호터널,198468.90,450997.00,37.55845234,126.9826693,02147
03,9,용산한신아파트,198860.80,448927.20,37.53980204,126.9871084,03150
03,10,해방촌,198803.30,448694.40,37.53770422,126.9864581,03151
03,11,용산구청.이태원시장,199107.90,448289.90,37.53405963,126.9899055,03189
03,12,해밀턴호텔,199395.00,448313.60,37.53427342,126.9931541,03191
03,13,이태원119안전센터,199752.10,448342.90,37.53453761,126.9971949,03193
03,14,한남동주민센터,200053.40,448583.30,37.53670388,127.0006043,03195
03,15,한강진역.블루스퀘어,200186.20,449045.80,37.54087143,127.0021071,03197
03,16,버티고개,200514.10,449780.80,37.54749436,127.0058183,02237
03,17,송도병원앞,200682.00,450088.20,37.55026422,127.0077188,02197
03,18,약수역7번출구.약수동주민센터,200821.50,450374.90,37.55284754,127.009298,02196
03,19,동대입구역.장충동,200475.80,450961.20,37.5581309,127.0053856,02222
03,20,국립극장,200083.70,450245.50,37.55168189,127.0009473,02210
03,21,남산북측순환로입구,199895.90,450136.00,37.55069519,126.9988218,02254
05,1,남산서울타워,199154.80,450184.80,37.55113454,126.990434,03320
05,2,남산도서관,198369.40,450315.40,37.55231031,126.9815445,03167
05,3,백범광장,198247.50,450688.50,37.55567207,126.9801639,02215
05,4,힐튼호텔,197950.30,450775.50,37.55645541,126.9767998,02285
05,5,남대문시장악세사리전문상가,197897.80,451014.60,37.55860981,126.9762048,02124
05,6,남대문시장,198238.40,451300.60,37.56118765,126.9800595,02126
05,7,명동입구,198696.10,451240.90,37.56065046,126.9852405,02149
05,8,퇴계로3가.한옥마을.한국의집,199336.00,451265.00,37.5608683,126.9924838,02152
05,9,충무로역2번출구.대한극장앞,199551.00,451304.00,37.56121986,126.9949175,02153
05,10,퇴계로5가.제일병원,199997.00,451432.40,37.56237697,126.999966,02207
05,11,퇴계로6가,200350.40,451536.90,37.56331855,127.0039665,02205
05,12,광희문.광희동사거리,200833.90,451648.30,37.56432206,127.0094398,02275
05,13,충무아트홀.중부소방서,201302.20,451725.20,37.56501445,127.0147411,02178
05,14,신당동떡볶이타운,201333.60,451475.30,37.56276258,127.0150961,02187
05,15,신당동.청구역,201151.30,451085.90,37.55925397,127.0130319,02190
05,16,약수역2번출구.중구구립도서관,200984.80,450722.30,37.55597778,127.0111467,02191
05,17,동대입구역.장충동,200475.80,450961.20,37.5581309,127.0053856,02222
05,18,국립극장,200083.70,450245.50,37.55168189,127.0009473,02210
05,19,남산북측순환로입구,199895.90,450136.00,37.55069519,126.9988218,02254
100,1,한성여객종점,206166.00,459887.00,37.63853961,127.0698687,11428
100,2,노원평생학습관,206083.60,459975.70,37.63933941,127.0689357,11387
100,3,서울시립북서울미술관,205859.10,460113.50,37.64058256,127.0663929,11374
100,4,중계역,205764.80,460378.40,37.64297012,127.0653265,11373
100,5,중계역2번출구,205730.50,460671.80,37.6456141,127.0649401,11376
100,6,중계시영3단지,205997.50,460880.90,37.64749656,127.0679675,11378
100,7,중계시영3단지상가,206166.10,460809.80,37.64685477,127.0698776,11380
100,8,중계시영4단지,206301.40,460440.70,37.64352797,127.0714077,11381
100,9,노원경찰서,206370.50,460247.80,37.64178931,127.0721891,11438
100,10,하계1동주민센터,206427.30,460096.20,37.64042288,127.0728314,11436
100,11,골마을근린공원,206567.20,459867.60,37.63836202,127.0744146,11434
100,12,하계역,206132.60,459699.50,37.6368503,127.0694887,11426
100,13,하계우성아파트,205896.20,459521.50,37.63524793,127.0668086,11454
100,14,하계극동아파트,205712.20,459371.30,37.63389566,127.0647225,11452
100,15,월계헬스케어센터,205435.10,459157.00,37.63196633,127.0615812,11339
100,16,인덕대학,204878.80,458714.30,37.62798036,127.0552752,11311
100,17,월계주공108동앞롯데캐슬루나아파트,204642.20,458515.00,37.62618572,127.0525934,11310
100,18,오현초등학교,204235.60,458206.70,37.62340965,127.0479851,09186
100,19,꿈의숲주차장입구,203999.90,457923.80,37.62086154,127.0453133,09312
100,20,북서울꿈의숲,203906.60,457735.80,37.6191679,127.0442553,09187
100,21,송중동한일유엔아이,203350.60,457133.90,37.61374647,127.037954,09188
100,22,창문여고앞,203181.70,456961.60,37.61219449,127.03604,09189
100,23,숭곡초등학교입구,202833.20,456734.40,37.61014837,127.0320916,09190
100,24,월곡뉴타운,202490.60,456374.10,37.60690275,127.0282097,08001
100,25,길음뉴타운,202133.90,456010.00,37.60362279,127.0241685,08003
100,26,미아리고개(아리랑아트홀),201916.90,455475.60,37.59880786,127.0217094,08005
100,27,돈암사거리.성신여대입구,201601.10,454913.10,37.59373984,127.0181316,08007
100,28,삼선교.한성대학교,200815.30,454481.20,37.58984907,127.0092324,08009
100,29,혜화동로터리,200155.00,454075.50,37.5861937,127.0017551,01005
100,30,명륜3가.성대입구,199853.40,453684.20,37.58266774,126.9983401,01003
100,31,창경궁.서울대학교병원,199696.70,453297.10,37.57917958,126.996566,01002
100,32,원남동,199764.90,452781.00,37.57452907,126.9973383,01198
100,33,광장시장,199800.70,452222.10,37.56949288,126.9977438,01247
100,34,을지로4가,199665.90,451905.90,37.56664359,126.9962179,02162
100,35,을지로3가,199149.80,451873.60,37.5663522,126.9903754,02160
100,36,을지로2가.기업은행본점.서울노동청,198809.50,451861.50,37.56624279,126.9865232,02158
100,37,롯데백화점,198413.20,451657.50,37.56440397,126.9820374,02140
100,38,북창동.남대문시장,198049.20,451294.10,37.5611287,126.9779178,02127
100,39,숭례문,197683.40,451017.50,37.55863543,126.973778,02008
100,40,서울역버스환승센터,197570.60,450666.40,37.55547139,126.9725024,02004
100,41,갈월동,197500.20,450007.10,37.54953029,126.9717078,03012
100,42,숙대입구역,197546.30,449365.90,37.54375259,126.9722317,03010
100,43,삼각지역,197716.50,448503.40,37.53598107,126.9741605,03008
100,44,KT용산지사,197398.50,448066.90,37.53204694,126.9705636,03006
100,45,신용산역,197049.70,447608.70,37.52791706,126.9666187,03004
100,46,한강대교북단,196746.00,447207.70,37.52430263,126.9631843,03002
100,47,이촌동동부센트레빌,197005.60,446893.50,37.52147226,126.9661227,03214
100,48,이촌1동충신교회앞,197201.20,446863.50,37.52120254,126.9683357,03216
100,49,이촌동한강맨션.이촌역,197601.30,446738.10,37.52007369,126.9728627,03218
100,50,신용산초등학교,197888.00,446624.20,37.51904804,126.9761065,03220
100,51,이촌동점보아파트,198086.80,446545.20,37.51833661,126.9783558,03222
100,52,금강병원.반도아파트,198331.40,446474.60,37.51770091,126.9811232,03224
100,53,서빙고신동아아파트,198706.90,446450.30,37.51748254,126.9853712,03226
100,54,서빙고역1번출구,199069.90,446730.30,37.52000606,126.9894775,03157
100,55,한강중학교,199315.20,447336.80,37.52547144,126.9922521,03155
100,56,용산구청.크라운호텔,199222.60,447870.50,37.53028053,126.9912038,03153
100,57,용산구청.크라운호텔,199213.90,447795.90,37.5296083,126.9911054,03154
100,58,한강중학교,199227.10,447268.70,37.52485772,126.9912554,03269
100,59,금호베스트빌앞,199167.00,447019.90,37.52261573,126.9905757,03270
100,60,서빙고초등학교,199170.00,446822.60,37.52083787,126.9906098,03336
100,61,서빙고역교차로,199124.20,446776.50,37.52042242,126.9900917,03267
100,62,서빙고역1번출구,199048.30,446729.40,37.51999793,126.9892331,03325
100,63,서빙고신동아아파트,198691.30,446497.90,37.51791144,126.9851947,03225
100,64,이촌동현대아파트,198303.20,446514.70,37.51806219,126.980804,03223
100,65,이촌동강촌아파트,198021.00,446598.50,37.51881675,126.9776113,03221
100,66,신용산초등학교,197754.70,446704.90,37.51977491,126.9745982,03219
100,67,이촌동한가람아파트.이촌역,197514.80,446802.40,37.52065287,126.9718839,03217
100,68,이촌동두산위브트레지움.한강대우아파트,197152.60,446896.90,37.52150336,126.9677858,03215
100,69,한강대교북단,196746.60,447183.70,37.52408637,126.9631912,03001
100,70,신용산역,197012.90,447533.80,37.52724202,126.9662027,03003
100,71,KT용산지사,197369.40,448005.50,37.53149358,126.9702346,03005
100,72,삼각지역,197703.30,448424.10,37.53526647,126.9740114,03007
100,73,숙대입구역,197573.30,449314.80,37.5432922,126.9725374,03009
100,74,갈월동,197547.00,450167.10,37.55097217,126.9722369,03011
100,75,서울역버스환승센터,197624.80,450667.40,37.55548055,126.9731158,02007
100,76,남대문시장.신한은행,198107.70,451272.70,37.56093598,126.9785801,02219
100,77,롯데영프라자,198418.30,451496.90,37.56295682,126.9820954,02142
100,78,을지로입구.로얄호텔,198709.40,451820.40,37.56587231,126.9853901,02156
100,79,을지로2가,199013.10,451835.20,37.56600604,126.988828,02159
100,80,을지로3가,199233.90,451847.50,37.56611709,126.9913275,02161
100,81,을지로4가.베스트웨스턴국도,199721.50,451878.60,37.56639761,126.9968473,02163
100,82,을지로5가.중부시장,200098.50,451902.90,37.56661661,127.0011151,02166
100,83,을지로6가.국립중앙의료원,200563.40,451842.40,37.56607128,127.0063779,02169
100,84,광희동,200636.90,451729.00,37.56504939,127.0072098,02170
100,85,퇴계로6가,200289.10,451557.20,37.56350149,127.0032726,02206
100,86,을지로5가,200229.20,451814.60,37.56582092,127.0025946,02168
100,87,방산시장,200212.40,452051.70,37.56795741,127.0024045,02167
100,88,종로5가,200192.80,452340.10,37.57055617,127.0021827,01212
100,89,종로5가.효제초등학교,200189.40,452597.50,37.57287558,127.0021443,01205
100,90,종로5가.효제동,200197.00,452772.80,37.57445519,127.0022304,01204
100,91,통신대(이화장),200216.90,453179.80,37.57812263,127.0024558,01219
100,92,혜화역.마로니에공원,200201.10,453512.00,37.58111605,127.002277,01220
100,93,혜화역.동성중고(장면총리가옥),200151.70,453894.90,37.58456633,127.0017177,01229
100,94,삼선교.한성대학교,200739.50,454421.30,37.58930938,127.008374,08010
100,95,돈암사거리.성신여대입구,201575.30,454864.60,37.59330286,127.0178394,08008
100,96,미아리고개(아리랑아트홀),201926.80,455376.80,37.59791756,127.0218212,08006
100,97,길음뉴타운,202091.30,455960.70,37.60317865,127.0236859,08004
100,98,월곡뉴타운,202419.60,456271.10,37.60597482,127.0274052,08002
100,99,숭곡초교입구,202846.40,456710.30,37.60993117,127.032241,08101
100,100,창문여고,203162.10,456915.50,37.61177916,127.0358178,08102
100,101,동방주유소앞,203377.00,457126.00,37.61367518,127.038253,08103
100,102,장위동그린빌아파트,203805.90,457589.40,37.61784913,127.0431138,08104
100,103,북서울꿈의숲,204002.80,457863.00,37.62031366,127.0453458,08105
100,104,장월초등학교,204299.70,458212.60,37.62346251,127.0487113,08106
100,105,롯데캐슬루나아파트,204540.20,458400.20,37.62515179,127.0514371,11337
100,106,인덕대앞,205076.30,458831.40,37.62903445,127.0575137,11338
100,107,월계헬스케어센터,205444.50,459114.10,37.63157971,127.0616874,11340
100,108,하계시영아파트,205787.00,459380.80,37.6339808,127.0655701,11453
100,109,하계장미아파트,205909.90,459485.60,37.63492435,127.0669635,11455
100,110,하계미성아파트.을지병원,206111.00,459639.70,37.6363116,127.0692434,11425
100,111,한성여객종점,206249.80,459745.90,37.63726761,127.0708171,11429
100,112,세이브존스포츠센터,206557.80,459978.50,37.63936138,127.0743091,11435
100,113,노원경찰서.혜성여고,206400.30,460280.80,37.64208646,127.0725271,11437
100,114,하계현대아파트,206278.50,460599.00,37.64495454,127.0711496,11442
100,115,노원구민체육센터,206193.90,460866.50,37.6473655,127.0701931,11358
100,116,상명초등학교,205995.10,460932.30,37.64795973,127.0679408,11377
100,117,중계건영2차아파트,205771.00,460724.80,37.64609142,127.0653995,11375
100,118,중계역,205686.60,460476.70,37.64385637,127.0644411,11366
100,119,하계한신청구아파트,206100.70,459960.40,37.63920143,127.0691294,11444
101,1,우이동도선사입구,201120.40,462545.20,37.66251211,127.0126997,09102
101,2,우이동성원아파트,201180.80,462351.30,37.66076484,127.013384,09103
101,3,쌍문동청한빌라,201324.00,461984.10,37.65745589,127.0150064,10200
101,4,쌍문동우이빌라,201671.40,461956.70,37.65720843,127.0189439,10202
101,5,초당초등학교,202041.40,461972.20,37.65734734,127.0231375,10204
101,6,방학동우성아파트,202141.40,461978.20,37.65740118,127.024271,10206
101,7,쌍문동성원아파트,202552.80,462005.30,37.65764432,127.0289339,10210
101,8,쌍문동한양.현대아파트,202801.90,462022.30,37.65779678,127.0317573,10212
101,9,쌍문동삼익금호1차아파트,203080.40,462044.90,37.65799953,127.034914,10214
101,10,도봉구보건소앞,203323.80,461951.60,37.65715798,127.0376723,10216
101,11,도봉구민회관,203368.20,461662.90,37.6545564,127.0381742,10013
101,12,쌍문역,203068.00,461025.50,37.64881397,127.0347692,10015
101,13,우이1교앞,202881.40,460634.30,37.64528955,127.0326529,10017
101,14,수유3동우체국,202563.00,460184.60,37.64123834,127.0290431,09001
101,15,수유(강북구청)역,202303.40,459877.70,37.63847361,127.0261005,09013
101,16,수유역,202128.40,459675.90,37.63665564,127.0241169,09003
101,17,수유시장.성신여대미아캠퍼스앞,202142.10,459032.90,37.63086166,127.0242702,09005
101,18,미아역.신일중고,202352.30,458367.60,37.62486624,127.0266497,09007
101,19,도봉세무서.성북시장,202535.20,457795.50,37.61971065,127.0287198,09009
101,20,미아사거리역,202642.50,457135.00,37.61375868,127.029933,09011
101,21,성가복지병원,202749.20,456260.60,37.60587928,127.0311383,08148
101,22,종암경찰서,202917.70,455766.80,37.60142919,127.0330449,08150
101,23,종암동주민센터,203016.40,455522.20,37.59922482,127.0341617,08152
101,24,숭례초교,203150.80,455031.40,37.59480183,127.0356817,08154
101,25,고대앞,203074.20,454338.70,37.58856025,127.0348113,08156
101,26,우신향병원,202791.70,453958.20,37.5851325,127.0316109,08157
101,27,안암오거리,202561.70,453678.00,37.58260832,127.0290056,08158
101,28,대광초교,202210.50,453355.50,37.57970321,127.0250281,08159
101,29,신설동로타리,202012.10,452936.20,37.5759254,127.0227806,01243
101,30,동묘앞,201737.60,452749.10,37.57424001,127.0196723,01044
101,31,동대문(흥인지문),201106.20,452509.60,37.57208288,127.0125235,01037
101,32,종로6가,200381.00,452410.50,37.57119048,127.0043133,01208
101,33,종로5가,200042.90,452400.50,37.57110045,127.0004857,01206
101,34,종로4가,199613.10,452352.10,37.57066424,126.9956199,01196
101,35,종로3가,199110.90,452332.90,37.57049088,126.9899345,01194
101,36,종로2가,198795.10,452317.90,37.57035536,126.9863594,01193
101,37,종로1가,198359.40,452318.20,37.57035739,126.9814269,01190
101,38,광화문,197863.90,452321.40,37.57038521,126.9758173,01125
101,39,서울역사박물관.경교장.강북삼성병원,197465.80,452279.00,37.57000214,126.9713106,01123
101,40,서대문역사거리.적십자병원,197111.20,451917.20,37.56674094,126.9672976,01169
101,41,서대문경찰서,197215.30,451523.00,37.56318916,126.9684776,13252
101,42,서소문,197781.50,451524.40,37.56320331,126.9748869,02133
101,43,서울신문사,198000.50,452096.60,37.56835986,126.9773644,02137
101,44,종로1가,198360.40,452273.00,37.5699501,126.9814383,01188
101,45,종로2가,198713.60,452274.80,37.56996688,126.9854368,01187
101,46,종로3가역15번출구,199192.70,452289.10,37.57009628,126.9908606,01182
101,47,종로4가.종묘,199716.90,452325.10,37.57042098,126.996795,01180
101,48,종로5가.광장시장,199997.70,452351.60,37.57065981,126.999974,01178
101,49,종로6가.종로신진시장,200315.30,452366.90,37.57079763,127.0035695,01216
101,50,동대문,201219.40,452530.10,37.57226746,127.0138051,01233
101,51,동묘앞,201629.80,452691.60,37.57372208,127.0184517,01041
101,52,대광고등학교앞,202257.70,453363.40,37.57977429,127.0255625,06178
101,53,안암오거리,202649.90,453654.80,37.58239902,127.0300042,06177
101,54,우신향병원,202852.00,454003.90,37.58554412,127.0322939,06176
101,55,고려대학교앞,203071.00,454292.50,37.58814396,127.0347749,06175
101,56,숭례초등학교,203194.00,454986.10,37.59439349,127.0361707,08155
101,57,종암동주민센터,203071.60,455452.20,37.59859387,127.0347866,08153
101,58,종암경찰서,202983.40,455723.70,37.60104061,127.0337888,08151
101,59,성가복지병원,202788.90,456245.30,37.60574129,127.0315879,08149
101,60,미아사거리역,202667.30,457038.70,37.61289087,127.0302136,09012
101,61,도봉세무서.성북시장,202581.90,457698.20,37.61883377,127.0292485,09010
101,62,미아역.신일중고,202395.20,458283.30,37.62410651,127.0271354,09008
101,63,수유시장.성신여대미아캠퍼스앞,202168.80,458995.80,37.63052729,127.0245727,09006
101,64,수유역.강북구청,202226.80,459768.00,37.63748531,127.0252321,09004
101,65,수유3동우체국,202529.70,460121.60,37.64067075,127.0286656,09002
101,66,우이1교앞,202839.70,460490.10,37.64399033,127.0321798,10127
101,67,쌍문역,203019.80,460863.30,37.64735258,127.0342223,10126
101,68,정의여중고앞,203298.90,461448.80,37.65262744,127.0373878,10119
101,69,구민회관,203372.50,461612.40,37.65410134,127.0382227,10121
101,70,도봉구보건소앞,203316.50,461982.40,37.65743553,127.0375897,10217
101,71,쌍문동금호1차삼익아파트,203054.00,462065.50,37.65818524,127.0346149,10215
101,72,쌍문동현대.한양아파트,202763.40,462044.50,37.65799693,127.031321,10213
101,73,쌍문동성원아파트,202517.90,462024.80,37.65782013,127.0285384,10211
101,74,방학동우성.청구아파트,202212.20,462004.70,37.6576398,127.0250735,10207
101,75,초당초등학교,201969.30,461990.20,37.65750969,127.0223204,10205
101,76,쌍문동우이빌라,201672.80,461978.70,37.65740666,127.0189598,10203
101,77,쌍문동청한빌라,201300.20,462013.30,37.65771904,127.0147367,10201
101,78,동아운수앞,201241.60,462148.60,37.65893828,127.0140728,10325
101,79,우이동성원아파트,201191.80,462417.00,37.66135684,127.0135088,09104
101,80,우이동도선사입구,201062.50,462664.80,37.66358986,127.0120435,09296
1014,1,성북생태체험관,200529.50,457845.80,37.62016724,127.0059984,08258
1014,2,정릉초교,200547.40,457659.00,37.618484,127.0062011,08259
1014,3,정릉동풍림상가앞,200680.50,457460.70,37.61669706,127.0077087,08260
1014,4,정릉동풍림아파트,200776.60,457396.30,37.61611669,127.0087972,08262
1014,5,외환은행정릉지점,200743.30,456891.30,37.61156624,127.0084195,08165
1014,6,정릉시장입구,200867.10,456546.80,37.60846189,127.0098214,08167
1014,7,정릉우체국앞,201007.60,456180.50,37.60516106,127.0114123,08169
1014,8,정릉입구,201183.20,455884.80,37.60249634,127.0134007,08263
1014,9,아리랑고개.아리랑시네미디어센터,201216.60,455677.50,37.60062834,127.0137786,08265
1014,10,돈암2동주민센터입구.흥천사,201325.70,455257.30,37.59684183,127.0150135,08267
1014,11,성신여대입구,201434.10,454874.60,37.5933932,127.0162404,08269
1014,12,돈암시장입구,201459.50,454719.70,37.59199737,127.0165277,08305
1014,13,성북구청.성북경찰서,201524.20,454302.70,37.58823973,127.0172595,08177
1014,14,보문역,201671.00,454037.30,37.58584798,127.0189212,08179
1014,15,브라운호텔,201836.70,453653.90,37.58239289,127.0207965,08181
1014,16,보문동주민센터,201912.20,453473.50,37.58076717,127.0216509,08183
1014,17,신설동로타리,202012.10,452936.20,37.5759254,127.0227806,01243
1014,18,동묘앞,201573.70,452692.00,37.57372579,127.0178166,01245
1014,19,종로구민회관숭인동,201395.80,452742.00,37.57417662,127.0158026,01240
1014,20,숭인1동주민센터,201373.30,453251.60,37.57876861,127.0155488,01239
1014,21,보문역,201717.40,453998.00,37.58549377,127.0194465,08326
1014,22,성북구청.성북경찰서,201521.60,454342.90,37.58860197,127.0172302,08178
1014,23,돈암시장입구,201474.90,454716.40,37.59196761,127.0167021,08306
1014,24,성신여대입구,201448.00,454884.30,37.59348058,127.0163978,08270
1014,25,돈암2동주민센터입구.흥천사,201384.10,455169.90,37.59605419,127.0156747,08268
1014,26,아리랑고개.아리랑시네미디어센터,201223.50,455663.10,37.60049858,127.0138568,08266
1014,27,정릉입구,201192.20,455916.70,37.60278378,127.0135027,08264
1014,28,정릉우체국앞,201029.30,456177.80,37.60513671,127.0116581,08170
1014,29,정릉시장입구,200896.30,456498.80,37.60802934,127.0101521,08168
1014,30,외환은행정릉지점,200785.90,456836.60,37.61107331,127.008902,08166
1014,31,정릉대림아파트,200786.30,457293.20,37.61518766,127.008907,08338
1014,32,정릉동풍림상가앞,200686.40,457465.40,37.61673941,127.0077755,08261
1014,33,풍림아파트삼거리,200644.40,457537.00,37.61738462,127.0072998,08348
1014,34,정릉초교,200552.70,457658.50,37.61847949,127.0062611,08350
1014,35,성북생태체험관,200579.10,457839.90,37.62011404,127.0065603,08349
1017,1,인덕삼거리,205066.50,458762.70,37.62841546,127.0574022,11331
1017,2,신도브래뉴.한전노원변전소,205216.40,458732.70,37.6281443,127.0591003,11332
1017,3,월계삼거리,205285.90,458146.50,37.62286176,127.0598835,11336
1017,4,광운대학교,205132.80,457811.00,37.61983949,127.0581466,11335
1017,5,광운전자공업고등학교,204998.90,457700.00,37.61884002,127.056629,11334
1017,6,벼루말교,204874.60,457811.50,37.6198454,127.0552216,11465
1017,7,광운초교앞,204714.80,457768.80,37.61946147,127.0534111,08218
1017,8,국민은행장위1동지점,204561.60,457644.40,37.61834129,127.0516748,08220
1017,9,장위1동새마을금고,204384.00,457501.30,37.61705271,127.0496621,08222
1017,10,장곡초교,204287.10,457396.00,37.61610432,127.0485638,08293
1017,11,국민은행장위동지점,204305.40,457149.10,37.61387946,127.0487696,08282
1017,12,장위1동파출소,204042.40,457152.60,37.61391219,127.0457905,08280
1017,13,장위1동주민센터,203800.90,457156.30,37.61394656,127.0430549,08278
1017,14,장위동고개,203575.50,457202.80,37.61436647,127.0405019,08276
1017,15,월곡1동주민센터,203118.50,456781.20,37.61056915,127.0353234,08283
1017,16,밤나무골시장,203150.10,456657.00,37.6094499,127.0356808,08285
1017,17,월곡동두산아파트,203230.70,456342.50,37.6066157,127.0365923,08287
1017,18,생명의전화,203294.60,456063.80,37.60410415,127.0373148,08289
1017,19,KT월곡지사,203107.00,455934.90,37.6029433,127.0351895,08129
1017,20,종암경찰서,202917.70,455766.80,37.60142919,127.0330449,08150
1017,21,종암동주민센터,203016.40,455522.20,37.59922482,127.0341617,08152
1017,22,숭례초교,203150.80,455031.40,37.59480183,127.0356817,08154
1017,23,고대앞,203074.20,454338.70,37.58856025,127.0348113,08156
1017,24,우신향병원,202791.70,453958.20,37.5851325,127.0316109,08157
1017,25,종암초등학교앞,202614.20,453567.80,37.58161517,127.0295997,06179
1017,26,용두시장앞,202656.50,453274.80,37.57897486,127.0300776,06181
